Image,Detected Object(s),Generated_Image_Path
9022.jpeg,"['lumbermill, sawmill', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'pole', 'guillotine']",images\9022.jpeg
903.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper']",images\903.jpeg
9036.jpeg,"['Scottish deerhound, deerhound', 'Afghan hound, Afghan', 'Bouvier des Flandres, Bouviers des Flandres', 'Irish wolfhound', 'standard schnauzer']",images\9036.jpeg
9038.jpeg,"['gorilla, Gorilla gorilla', 'baboon', 'chimpanzee, chimp, Pan troglodytes', 'macaque', 'rifle']",images\9038.jpeg
9042.jpeg,"['sliding door', 'window shade', 'home theater, home theatre', 'window screen', 'patio, terrace']",images\9042.jpeg
9047.jpeg,"['standard schnauzer', 'miniature schnauzer', 'Kerry blue terrier', 'Dandie Dinmont, Dandie Dinmont terrier']",images\9047.jpeg
9051.jpeg,"['gorilla, Gorilla gorilla', 'orangutan, orang, orangutang, Pongo pygmaeus']",images\9051.jpeg
908.jpeg,"['Madagascar cat, ring-tailed lemur, Lemur catta', 'plow, plough', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'langur', 'wreck']",images\908.jpeg
9089.jpeg,"['alp', 'minivan', 'valley, vale', 'mountain bike, all-terrain bike, off-roader', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']",images\9089.jpeg
9096.jpeg,"['quail', 'partridge', 'ruffed grouse, partridge, Bonasa umbellus', 'prairie chicken, prairie grouse, prairie fowl', 'electric ray, crampfish, numbfish, torpedo']",images\9096.jpeg
9109.jpeg,"['jeep, landrover', 'half track', 'tank, army tank, armored combat vehicle, armoured combat vehicle']",images\9109.jpeg
9113.jpeg,"['spider monkey, Ateles geoffroyi', 'window shade', 'gorilla, Gorilla gorilla', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes']",images\9113.jpeg
912.jpeg,"['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\912.jpeg
9121.jpeg,"['baboon', 'web site, website, internet site, site', 'langur', 'book jacket, dust cover, dust jacket, dust wrapper', 'mountain tent']",images\9121.jpeg
9128.jpeg,"['lumbermill, sawmill']",images\9128.jpeg
9129.jpeg,"['macaque', 'baboon', 'gibbon, Hylobates lar']",images\9129.jpeg
913.jpeg,"['comic book', 'web site, website, internet site, site', 'mountain tent', 'book jacket, dust cover, dust jacket, dust wrapper']",images\913.jpeg
9137.jpeg,"['gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes']",images\9137.jpeg
914.jpeg,"['sorrel', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'horse cart, horse-cart', 'rain barrel', 'barn']",images\914.jpeg
9168.jpeg,"['dam, dike, dyke', 'submarine, pigboat, sub, U-boat', 'speedboat', 'killer whale, killer, orca, grampus, sea wolf, Orcinus orca', 'airship, dirigible']",images\9168.jpeg
9169.jpeg,"['tricycle, trike, velocipede', 'bicycle-built-for-two, tandem bicycle, tandem', 'patio, terrace', 'sliding door', 'window shade']",images\9169.jpeg
9174.jpeg,"['spotlight, spot', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes', 'hog, pig, grunter, squealer, Sus scrofa', 'orangutan, orang, orangutang, Pongo pygmaeus']",images\9174.jpeg
9175.jpeg,"['television, television system', 'monitor', 'volcano', 'screen, CRT screen', 'spotlight, spot']",images\9175.jpeg
9188.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'jigsaw puzzle', 'comic book']",images\9188.jpeg
919.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'gorilla, Gorilla gorilla', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'gibbon, Hylobates lar', 'comic book']",images\919.jpeg
9197.jpeg,"['aircraft carrier, carrier, flattop, attack aircraft carrier', 'wing', 'missile', 'submarine, pigboat, sub, U-boat', 'alp']",images\9197.jpeg
9202.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus']",images\9202.jpeg
9204.jpeg,"['bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis', 'gazelle', 'hartebeest', 'ibex, Capra ibex', 'impala, Aepyceros melampus']",images\9204.jpeg
9212.jpeg,"['web site, website, internet site, site', 'spider monkey, Ateles geoffroyi', 'fox squirrel, eastern fox squirrel, Sciurus niger', 'siamang, Hylobates syndactylus, Symphalangus syndactylus']",images\9212.jpeg
9218.jpeg,"['brown bear, bruin, Ursus arctos', 'beaver', 'wombat', 'marmot', 'baboon']",images\9218.jpeg
9228.jpeg,"['comic book', 'fountain', 'langur', 'church, church building', 'sea lion']",images\9228.jpeg
9231.jpeg,"['great grey owl, great gray owl, Strix nebulosa']",images\9231.jpeg
9245.jpeg,"['siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes', 'spider monkey, Ateles geoffroyi', 'guillotine', 'Madagascar cat, ring-tailed lemur, Lemur catta']",images\9245.jpeg
9248.jpeg,"['gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes', 'baboon', 'siamang, Hylobates syndactylus, Symphalangus syndactylus']",images\9248.jpeg
925.jpeg,"['fountain', 'mountain tent', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book']",images\925.jpeg
9254.jpeg,"['llama', 'pickup, pickup truck', 'jeep, landrover', 'wallaby, brush kangaroo', 'book jacket, dust cover, dust jacket, dust wrapper']",images\9254.jpeg
927.jpeg,"['lion, king of beasts, Panthera leo', 'ox', 'Tibetan mastiff', 'timber wolf, grey wolf, gray wolf, Canis lupus', 'white wolf, Arctic wolf, Canis lupus tundrarum']",images\927.jpeg
9274.jpeg,"['seat belt, seatbelt', 'car mirror', 'minibus', 'limousine, limo', 'airliner']",images\9274.jpeg
9276.jpeg,"['alp', 'lakeside, lakeshore', 'parachute, chute', 'valley, vale', 'ski']",images\9276.jpeg
9277.jpeg,"['minivan', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'alp', 'car wheel', 'cliff, drop, drop-off']",images\9277.jpeg
928.jpeg,"['hay', 'sandbar, sand bar', 'maze, labyrinth', 'brain coral', 'thatch, thatched roof']",images\928.jpeg
9281.jpeg,"['window screen', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'guillotine', 'fire screen, fireguard']",images\9281.jpeg
9282.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'gorilla, Gorilla gorilla']",images\9282.jpeg
9283.jpeg,"['lakeside, lakeshore', 'canoe', 'maze, labyrinth', 'chimpanzee, chimp, Pan troglodytes']",images\9283.jpeg
9286.jpeg,"['American black bear, black bear, Ursus americanus, Euarctos americanus', 'brown bear, bruin, Ursus arctos', 'sloth bear, Melursus ursinus, Ursus ursinus']",images\9286.jpeg
9289.jpeg,"['comic book', 'mountain tent', 'brown bear, bruin, Ursus arctos', 'American black bear, black bear, Ursus americanus, Euarctos americanus', 'book jacket, dust cover, dust jacket, dust wrapper']",images\9289.jpeg
929.jpeg,"['comic book', 'television, television system', 'stage', 'killer whale, killer, orca, grampus, sea wolf, Orcinus orca', 'electric guitar']",images\929.jpeg
9295.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book']",images\9295.jpeg
9296.jpeg,['comic book'],images\9296.jpeg
930.jpeg,"['siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes', 'gibbon, Hylobates lar']",images\930.jpeg
9305.jpeg,"['lawn mower, mower', 'go-kart', 'amphibian, amphibious vehicle', 'gorilla, Gorilla gorilla', 'cannon']",images\9305.jpeg
9312.jpeg,"['Labrador retriever', 'pug, pug-dog', 'Great Pyrenees', 'kuvasz', 'toyshop']",images\9312.jpeg
9313.jpeg,"['gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'wreck', 'lumbermill, sawmill']",images\9313.jpeg
9315.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'web site, website, internet site, site']",images\9315.jpeg
9317.jpeg,"['trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'chimpanzee, chimp, Pan troglodytes', 'gibbon, Hylobates lar', 'macaque', 'spider monkey, Ateles geoffroyi']",images\9317.jpeg
933.jpeg,"['sorrel', 'window screen', 'comic book', 'bookcase', 'orangutan, orang, orangutang, Pongo pygmaeus']",images\933.jpeg
9352.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'book jacket, dust cover, dust jacket, dust wrapper', 'spider monkey, Ateles geoffroyi']",images\9352.jpeg
9357.jpeg,"['gorilla, Gorilla gorilla', 'chimpanzee, chimp, Pan troglodytes']",images\9357.jpeg
9367.jpeg,"['barn', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'boathouse', 'convertible', 'mobile home, manufactured home']",images\9367.jpeg
9368.jpeg,"['lakeside, lakeshore', 'limousine, limo', 'promontory, headland, head, foreland', 'cliff, drop, drop-off', 'valley, vale']",images\9368.jpeg
937.jpeg,"['web site, website, internet site, site']",images\937.jpeg
9373.jpeg,"['tow truck, tow car, wrecker', 'geyser', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'alp', 'minivan']",images\9373.jpeg
9376.jpeg,"['wallaby, brush kangaroo', 'orangutan, orang, orangutang, Pongo pygmaeus', 'baboon', 'German shepherd, German shepherd dog, German police dog, alsatian', 'bison']",images\9376.jpeg
938.jpeg,"['starfish, sea star', 'maze, labyrinth', 'pole', 'palace']",images\938.jpeg
9385.jpeg,"['web site, website, internet site, site', 'comic book']",images\9385.jpeg
9387.jpeg,"['bow', 'orangutan, orang, orangutang, Pongo pygmaeus', 'affenpinscher, monkey pinscher, monkey dog', 'hand blower, blow dryer, blow drier, hair dryer, hair drier']",images\9387.jpeg
939.jpeg,"['baboon', 'Indian elephant, Elephas maximus', 'langur', 'macaque']",images\939.jpeg
9391.jpeg,"['water buffalo, water ox, Asiatic buffalo, Bubalus bubalis', 'bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis', 'ibex, Capra ibex', 'warthog', 'ox']",images\9391.jpeg
9392.jpeg,"['handkerchief, hankie, hanky, hankey', 'pillow', 'bib', 'Christmas stocking', 'apron']",images\9392.jpeg
9393.jpeg,"['beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'racer, race car, racing car', 'car wheel', 'minivan', 'pickup, pickup truck']",images\9393.jpeg
940.jpeg,"['jeep, landrover', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon']",images\940.jpeg
9407.jpeg,"['comic book', 'web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper', 'seashore, coast, seacoast, sea-coast']",images\9407.jpeg
941.jpeg,"['web site, website, internet site, site', 'brown bear, bruin, Ursus arctos', 'jeep, landrover', 'book jacket, dust cover, dust jacket, dust wrapper']",images\941.jpeg
942.jpeg,"['trilobite', 'geyser', 'valley, vale', 'flatworm, platyhelminth']",images\942.jpeg
9426.jpeg,"['alp', 'valley, vale', 'lakeside, lakeshore']",images\9426.jpeg
9436.jpeg,"['macaque', 'Old English sheepdog, bobtail', 'langur', 'capuchin, ringtail, Cebus capucinus', 'Great Pyrenees']",images\9436.jpeg
9439.jpeg,['fountain'],images\9439.jpeg
9447.jpeg,"['bison', 'geyser', 'dogsled, dog sled, dog sleigh', 'snowmobile', 'valley, vale']",images\9447.jpeg
945.jpeg,"['comic book', 'brown bear, bruin, Ursus arctos', 'sloth bear, Melursus ursinus, Ursus ursinus', 'American black bear, black bear, Ursus americanus, Euarctos americanus', 'book jacket, dust cover, dust jacket, dust wrapper']",images\945.jpeg
946.jpeg,"['gibbon, Hylobates lar', 'barrow, garden cart, lawn cart, wheelbarrow', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'chimpanzee, chimp, Pan troglodytes', 'baboon']",images\946.jpeg
9465.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'gorilla, Gorilla gorilla']",images\9465.jpeg
9475.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'zebra', 'ballplayer, baseball player', 'church, church building']",images\9475.jpeg
949.jpeg,"['mountain tent', 'lakeside, lakeshore']",images\949.jpeg
9502.jpeg,"['web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper', 'comic book']",images\9502.jpeg
9506.jpeg,['mountain tent'],images\9506.jpeg
9507.jpeg,['cardigan'],images\9507.jpeg
9510.jpeg,"['boathouse', 'lumbermill, sawmill', 'yurt', 'thatch, thatched roof', 'baboon']",images\9510.jpeg
9534.jpeg,"['valley, vale', 'lakeside, lakeshore', 'monitor']",images\9534.jpeg
9537.jpeg,"['comic book', 'chimpanzee, chimp, Pan troglodytes', 'web site, website, internet site, site', 'book jacket, dust cover, dust jacket, dust wrapper', 'gorilla, Gorilla gorilla']",images\9537.jpeg
9544.jpeg,"['valley, vale', 'lakeside, lakeshore', 'seashore, coast, seacoast, sea-coast', 'candle, taper, wax light', 'fountain']",images\9544.jpeg
9545.jpeg,"['baboon', 'Afghan hound, Afghan', 'cowboy hat, ten-gallon hat', 'gibbon, Hylobates lar', 'sombrero']",images\9545.jpeg
9546.jpeg,"['fountain', 'geyser', 'macaque', 'spotlight, spot', 'baboon']",images\9546.jpeg
9547.jpeg,"['langur', 'tusker', 'baboon', 'Indian elephant, Elephas maximus', 'dingo, warrigal, warragal, Canis dingo']",images\9547.jpeg
9555.jpeg,"['comic book', 'gibbon, Hylobates lar', 'baboon', 'military uniform', 'chimpanzee, chimp, Pan troglodytes']",images\9555.jpeg
956.jpeg,"['pickup, pickup truck', 'jeep, landrover', 'tow truck, tow car, wrecker', 'snowplow, snowplough', 'racer, race car, racing car']",images\956.jpeg
9567.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus', 'baboon', 'gorilla, Gorilla gorilla', 'macaque', 'chimpanzee, chimp, Pan troglodytes']",images\9567.jpeg
9568.jpeg,"['tusker', 'Indian elephant, Elephas maximus', 'lakeside, lakeshore', 'umbrella', 'Weimaraner']",images\9568.jpeg
958.jpeg,"['racer, race car, racing car', 'minibus', 'ambulance', 'cab, hack, taxi, taxicab', 'alp']",images\958.jpeg
959.jpeg,"['unicycle, monocycle', 'lumbermill, sawmill', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'maze, labyrinth', 'pole']",images\959.jpeg
96.jpeg,"['langur', 'orangutan, orang, orangutang, Pongo pygmaeus', 'baboon', 'gibbon, Hylobates lar', 'spider monkey, Ateles geoffroyi']",images\96.jpeg
9604.jpeg,"['slot, one-armed bandit']",images\9604.jpeg
9607.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'fire screen, fireguard', 'shower curtain', 'envelope']",images\9607.jpeg
961.jpeg,"['baboon', 'chimpanzee, chimp, Pan troglodytes', 'gorilla, Gorilla gorilla']",images\961.jpeg
9627.jpeg,"['spotlight, spot', 'fountain', 'projector', 'theater curtain, theatre curtain', 'stage']",images\9627.jpeg
9642.jpeg,"['unicycle, monocycle', 'worm fence, snake fence, snake-rail fence, Virginia fence', 'trailer truck, tractor trailer, trucking rig, rig, articulated lorry, semi', 'bannister, banister, balustrade, balusters, handrail', 'alp']",images\9642.jpeg
9648.jpeg,"['valley, vale', 'bulletproof vest', 'mountain bike, all-terrain bike, off-roader', 'viaduct', 'suspension bridge']",images\9648.jpeg
9661.jpeg,"['web site, website, internet site, site', 'Arabian camel, dromedary, Camelus dromedarius', 'ibex, Capra ibex', 'bighorn, bighorn sheep, cimarron, Rocky Mountain bighorn, Rocky Mountain sheep, Ovis canadensis', 'triceratops']",images\9661.jpeg
9665.jpeg,"['web site, website, internet site, site', 'television, television system', 'menu', 'screen, CRT screen', 'monitor']",images\9665.jpeg
967.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'web site, website, internet site, site', 'crossword puzzle, crossword']",images\967.jpeg
9694.jpeg,"['minivan', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'cab, hack, taxi, taxicab', 'shovel', 'spotlight, spot']",images\9694.jpeg
97.jpeg,"['web site, website, internet site, site']",images\97.jpeg
971.jpeg,"['chimpanzee, chimp, Pan troglodytes', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'gorilla, Gorilla gorilla']",images\971.jpeg
9712.jpeg,"['maze, labyrinth', 'lakeside, lakeshore', 'valley, vale', 'palace']",images\9712.jpeg
9717.jpeg,"['jeep, landrover', 'tow truck, tow car, wrecker', 'car wheel', 'ambulance', 'half track']",images\9717.jpeg
9723.jpeg,"['baboon', 'web site, website, internet site, site', 'gorilla, Gorilla gorilla', 'patas, hussar monkey, Erythrocebus patas', 'langur']",images\9723.jpeg
975.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus', 'chimpanzee, chimp, Pan troglodytes', 'siamang, Hylobates syndactylus, Symphalangus syndactylus', 'gorilla, Gorilla gorilla', 'comic book']",images\975.jpeg
9750.jpeg,"['comic book', 'book jacket, dust cover, dust jacket, dust wrapper', 'tray', 'web site, website, internet site, site', 'jigsaw puzzle']",images\9750.jpeg
9753.jpeg,"['orangutan, orang, orangutang, Pongo pygmaeus']",images\9753.jpeg
9759.jpeg,"['jeep, landrover', 'boathouse', 'beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'lumbermill, sawmill', 'lakeside, lakeshore']",images\9759.jpeg
976.jpeg,"['cougar, puma, catamount, mountain lion, painter, panther, Felis concolor', 'coyote, prairie wolf, brush wolf, Canis latrans', 'timber wolf, grey wolf, gray wolf, Canis lupus', 'baboon', 'lynx, catamount']",images\976.jpeg
9765.jpeg,"['beach wagon, station wagon, wagon, estate car, beach waggon, station waggon, waggon', 'grille, radiator grille', 'cab, hack, taxi, taxicab', 'jeep, landrover', 'racer, race car, racing car']",images\9765.jpeg
9766.jpeg,"['baboon', 'fur coat', 'car mirror', 'bison', 'mountain bike, all-terrain bike, off-roader']",images\9766.jpeg
977.jpeg,"['Weimaraner', 'Labrador retriever', 'vizsla, Hungarian pointer', 'schipperke', 'lakeside, lakeshore']",images\977.jpeg
9785.jpeg,"['Indian elephant, Elephas maximus', 'macaque', 'patio, terrace', 'mobile home, manufactured home', 'baboon']",images\9785.jpeg
9796.jpeg,"['comic book', 'book jacket, dust cover, dust jacket, dust wrapper']",images\9796.jpeg
9797.jpeg,"['valley, vale', 'gibbon, Hylobates lar', 'macaque', 'baboon', 'coral reef']",images\9797.jpeg
980.jpeg,"['dial telephone, dial phone']",images\980.jpeg
9810.jpeg,"['book jacket, dust cover, dust jacket, dust wrapper', 'comic book', 'web site, website, internet site, site']",images\9810.jpeg
9811.jpeg,"['cliff, drop, drop-off', 'suspension bridge', 'chain saw, chainsaw', ""spider web, spider's web"", 'valley, vale']",images\9811.jpeg
9818.jpeg,"['gorilla, Gorilla gorilla']",images\9818.jpeg
982.jpeg,"['trilobite', 'maze, labyrinth', 'centipede']",images\982.jpeg
