Image,Image Caption(s),Generated_Image_Path
63218.jpeg,"['a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a street .', 'a man riding a skateboard down the side of a building .']",images\63218.jpeg
63235.jpeg,"['a man standing next to a woman holding a surfboard .', 'a man standing next to a woman on a street .', 'a man standing next to a woman in front of a sign .']",images\63235.jpeg
63243.jpeg,"['a statue of a man sitting on top of a bench .', 'a statue of a man sitting on a bench next to a statue .', 'a statue of a man sitting on a bench next to a clock .']",images\63243.jpeg
63250.jpeg,"['a man riding a motorcycle down a street .', 'a man riding a motorcycle down a dirt road .', 'a group of people riding motorcycles on a road .']",images\63250.jpeg
63252.jpeg,"['a view of a boat in the water .', 'a view of a boat in the middle of a mountain .', 'a view of a boat in the middle of the woods .']",images\63252.jpeg
63279.jpeg,"['a group of people standing in a room .', 'a group of people standing in front of a building .', 'a group of people standing in front of a building with a clock .']",images\63279.jpeg
63286.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people sitting on a wooden bench .']",images\63286.jpeg
6330.jpeg,"['a large black bear sitting on top of a tree .', 'a large black bear sitting on top of a pile of rocks .', 'a large black bear sitting on top of a wooden post .']",images\6330.jpeg
63324.jpeg,"['a person standing on a lush green field .', 'a person standing on a lush green field next to a forest .', 'a man is standing in a field with a frisbee .']",images\63324.jpeg
63355.jpeg,"['a stuffed bear is sitting on a table', 'a stuffed bear is sitting on a table .', 'a teddy bear is sitting on top of a sign .']",images\63355.jpeg
63362.jpeg,"['a group of people standing on top of a ski lift .', 'a group of people standing on top of a snow covered slope .', 'a group of people standing on top of a wooden structure .']",images\63362.jpeg
63367.jpeg,"['a group of men playing a game of soccer .', 'a group of young men playing a game of frisbee .', 'a group of young men playing a game of soccer .']",images\63367.jpeg
63381.jpeg,"['a man sitting in the back of a truck .', ""a man sitting in the driver 's seat of a car ."", ""a man sitting in the driver 's seat of a truck .""]",images\63381.jpeg
63387.jpeg,"['a bird is sitting on a branch in the water .', 'a bird is perched on a branch in the water .', 'a bird is sitting on a branch in a tree .']",images\63387.jpeg
63398.jpeg,"['a person riding a skate board on a ledge', 'a man riding a skateboard down the side of a ramp .', 'a person riding a skate board on a city street']",images\63398.jpeg
63405.jpeg,"['a group of people standing on top of a lush green field .', 'a group of people walking across a bridge .', 'a group of people walking across a river .']",images\63405.jpeg
63433.jpeg,"['a group of people standing next to a giant teddy bear .', 'a group of people standing in front of a giant teddy bear .', 'a group of people standing in front of a large building .']",images\63433.jpeg
63451.jpeg,"['a collage of photos with a sign on a wall', 'a collage of photos with a sign and a clock', 'a collage of photos with a sign and a sign']",images\63451.jpeg
6347.jpeg,"['a stop light that is on a pole .', 'a stop light that is in the air .', 'a stop light that is on a pole']",images\6347.jpeg
63492.jpeg,"['a black bear standing on top of a pile of rocks .', 'a black bear standing on top of a rock .', 'a black bear standing on top of a tree .']",images\63492.jpeg
63560.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard down the side of a road .', 'a man riding a skateboard down the side of a ramp .']",images\63560.jpeg
63569.jpeg,"['a group of people riding skateboards on a ramp .', 'a group of people standing on top of a lush green field .', 'a group of people riding skateboards on top of a ramp .']",images\63569.jpeg
63607.jpeg,"['a group of people riding skis down a snow covered slope .', 'a group of people riding skis on top of a snow covered slope .', 'a group of people riding skis on top of a ski slope .']",images\63607.jpeg
63616.jpeg,"['a group of people sitting on a bench in front of a building .', 'a group of people sitting on a bench next to a fountain .', 'a group of people sitting on a bench next to a dog .']",images\63616.jpeg
63645.jpeg,"['a cat sitting on top of a wooden bench .', 'a cat sitting on top of a wooden table .', 'a cat sitting on top of a wooden bench']",images\63645.jpeg
63646.jpeg,"['a large body of water surrounded by trees .', 'a large body of water surrounded by trees', 'a large body of water surrounded by mountains']",images\63646.jpeg
63665.jpeg,"['a woman holding a teddy bear in a room .', 'a woman holding a teddy bear in front of a clock .', 'a woman holding a teddy bear in front of a mirror .']",images\63665.jpeg
63689.jpeg,"['a group of people standing next to a train .', 'a group of people standing next to a large truck .', 'a group of people standing next to a small plane .']",images\63689.jpeg
637.jpeg,"['a group of people riding skis down a snow covered slope .', 'a group of people riding skis on top of a snow covered slope .', 'a group of people riding skis on a snowy surface']",images\637.jpeg
63726.jpeg,"['a man standing on a boat in the water .', 'a man standing on a boat in the middle of a lake .', 'a man standing on a boat in the water']",images\63726.jpeg
63731.jpeg,"['a group of people standing on top of a lush green field .', 'a group of people standing on top of a grass covered field .', 'a group of people standing in a park .']",images\63731.jpeg
63738.jpeg,"['a group of people standing on top of a dirt road .', 'a group of people standing on top of a dirt field .', 'a group of people standing on a road next to a motorcycle .']",images\63738.jpeg
63748.jpeg,"['a group of people standing in a field flying kites .', 'a group of people standing on top of a lush green field .', 'a group of people standing on top of a field flying kites .']",images\63748.jpeg
63779.jpeg,"['a group of people standing around a large elephant .', 'a group of people standing next to a large elephant .', 'a man and a woman are sitting on a bench .']",images\63779.jpeg
63795.jpeg,"['a man riding a skateboard up the side of a ramp .', 'a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down a metal rail .']",images\63795.jpeg
638.jpeg,"['a couple of animals that are standing in the grass .', 'a couple of sheep standing next to each other .', 'a couple of sheep standing next to a wooden fence .']",images\638.jpeg
63827.jpeg,"['a book sitting on top of a wooden table .', 'a book sitting on top of a table next to a book .', 'a book sitting on top of a table next to a clock .']",images\63827.jpeg
63832.jpeg,"['a black and white photo of a group of elephants .', 'a black and white photo of a group of elephants', 'a black and white photo of a group of giraffes']",images\63832.jpeg
6384.jpeg,"['a large body of water with a bridge in the background .', 'a large body of water with a bridge in the background', 'a large body of water with lots of trees .']",images\6384.jpeg
63860.jpeg,"['a group of people standing in front of a building .', 'a group of people standing in front of a sign .', 'a group of people walking down a street next to a building .']",images\63860.jpeg
63863.jpeg,"['a black cat sitting on top of a wooden bench .', 'a black cat sitting on top of a tree .', 'a black cat sitting on top of a tree filled with leaves .']",images\63863.jpeg
63900.jpeg,"['a river with lots of boats floating on top of it .', 'a river with a boat in the middle of it .', 'a river with a boat in the middle of it']",images\63900.jpeg
6391.jpeg,"['a group of people sitting on top of a wooden bench .', 'a group of people sitting on top of a bench .', 'a group of people sitting on top of a bench in the snow .']",images\6391.jpeg
6394.jpeg,"['a man riding a snowboard down a snow covered slope .', 'a man riding a skateboard down a snow covered slope .', 'a man riding a snowboard on top of a snow covered slope .']",images\6394.jpeg
63981.jpeg,"['a man riding a skateboard down a street .', 'a man riding a skateboard down the side of a ramp .', 'a man riding a skateboard down the side of a road .']",images\63981.jpeg
63984.jpeg,"['a brown horse standing on top of a lush green field .', 'a brown horse standing on top of a lush green hillside .', 'a horse is standing in the middle of a road .']",images\63984.jpeg
64019.jpeg,"['a group of people riding horses down a road .', 'a group of people riding horses down a dirt road .', 'a group of people riding horses down a street .']",images\64019.jpeg
64024.jpeg,"['a man and a dog are standing in a field', 'a man and a dog are standing in the snow .', 'a man and a dog are standing in the water .']",images\64024.jpeg
6406.jpeg,"['a large body of water surrounded by trees .', 'a large body of water surrounded by trees', 'a group of birds sitting on top of a tree .']",images\6406.jpeg
64064.jpeg,"['a group of people standing around a herd of sheep .', 'a group of people riding horses down a hill .', 'a group of people standing around a herd of animals .']",images\64064.jpeg
64096.jpeg,"['a black and white photo of a bird flying over a body of water .', 'a black and white photo of a bird flying over the water .', 'a black and white photo of a bird flying over the water']",images\64096.jpeg
